destination_city,hotel_name,category,estimated_price_usd,estimated_price_eur,hotel_website,hotel_type,distance_to_city_center_km
Singapore SIN,Sunset Singapore Residence,5,438.98,403.86,https://www.sunsetsingaporeresidence.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",3.35
Singapore SIN,Luxe Singapore Lodge,5,267.31,245.93,https://www.luxesingaporelodge.com,"Hostal o Albergue: Económico, alojamiento compartido.",29.24
Singapore SIN,Elite Singapore Haven,5,307.55,282.95,https://www.elitesingaporehaven.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,24.21
Singapore SIN,Ocean Singapore Residence,4,200.38,184.35,https://www.oceansingaporeresidence.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",19.29
Singapore SIN,Elite Singapore Palace,3,192.03,176.67,https://www.elitesingaporepalace.com,"Hostal o Albergue: Económico, alojamiento compartido.",24.5
Singapore SIN,Elite Singapore Lodge,5,354.68,326.31,https://www.elitesingaporelodge.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",10.62
Singapore SIN,Paradise Singapore Suites,4,133.41,122.74,https://www.paradisesingaporesuites.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,0.51
Singapore SIN,Luxe Singapore Residence,4,231.08,212.59,https://www.luxesingaporeresidence.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",0.96
Singapore SIN,Urban Singapore Inn,3,180.54,166.1,https://www.urbansingaporeinn.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",4.14
Singapore SIN,Grand Singapore Lodge,5,235.41,216.58,https://www.grandsingaporelodge.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,15.79
Singapore SIN,Luxe Singapore Hotel,3,244.34,224.79,https://www.luxesingaporehotel.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",0.67
Singapore SIN,Comfort Singapore Residence,3,233.41,214.74,https://www.comfortsingaporeresidence.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",28.83
Singapore SIN,Grand Singapore Resort,5,424.13,390.2,https://www.grandsingaporeresort.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",28.22
Singapore SIN,Heritage Singapore Villa,4,354.95,326.55,https://www.heritagesingaporevilla.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",7.94
Singapore SIN,Luxe Singapore Resort,3,189.45,174.29,https://www.luxesingaporeresort.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",17.76
Singapore SIN,Luxe Singapore Villa,5,377.22,347.04,https://www.luxesingaporevilla.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",16.63
Singapore SIN,Comfort Singapore Lodge,5,208.17,191.52,https://www.comfortsingaporelodge.com,"Hostal o Albergue: Económico, alojamiento compartido.",24.59
Singapore SIN,Sunset Singapore Retreat,3,122.31,112.53,https://www.sunsetsingaporeretreat.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,11.85
Singapore SIN,Paradise Singapore Haven,5,483.87,445.16,https://www.paradisesingaporehaven.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",1.81
Singapore SIN,Heritage Singapore Residence,5,276.19,254.09,https://www.heritagesingaporeresidence.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",22.46
Singapore SIN,Royal Singapore Palace,4,219.14,201.61,https://www.royalsingaporepalace.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",29.66
Singapore SIN,Ocean Singapore Residence,3,269.73,248.15,https://www.oceansingaporeresidence.com,"Hostal o Albergue: Económico, alojamiento compartido.",13.12
Singapore SIN,Comfort Singapore Villa,4,290.99,267.71,https://www.comfortsingaporevilla.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",25.9
Singapore SIN,Ocean Singapore Inn,5,400.8,368.74,https://www.oceansingaporeinn.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",11.88
Singapore SIN,Paradise Singapore Residence,3,276.0,253.92,https://www.paradisesingaporeresidence.com,"Hostal o Albergue: Económico, alojamiento compartido.",9.17
Singapore SIN,Urban Singapore Resort,4,201.62,185.49,https://www.urbansingaporeresort.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",26.81
Singapore SIN,Ocean Singapore Suites,3,254.21,233.87,https://www.oceansingaporesuites.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,8.92
Singapore SIN,Luxe Singapore Villa,5,245.61,225.96,https://www.luxesingaporevilla.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",8.27
Singapore SIN,Luxe Singapore Hotel,5,477.88,439.65,https://www.luxesingaporehotel.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,0.11
Singapore SIN,Sunset Singapore Resort,5,393.52,362.04,https://www.sunsetsingaporeresort.com,"Hostal o Albergue: Económico, alojamiento compartido.",23.33
Singapore SIN,Luxe Singapore Lodge,3,228.31,210.05,https://www.luxesingaporelodge.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",5.38
Singapore SIN,Comfort Singapore Lodge,4,247.53,227.73,https://www.comfortsingaporelodge.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",4.3
Singapore SIN,Royal Singapore Haven,3,280.12,257.71,https://www.royalsingaporehaven.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",28.98
Singapore SIN,Luxe Singapore Haven,4,197.93,182.1,https://www.luxesingaporehaven.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",15.91
Singapore SIN,Elite Singapore Palace,4,268.74,247.24,https://www.elitesingaporepalace.com,"Hostal o Albergue: Económico, alojamiento compartido.",9.72
Singapore SIN,Elite Singapore Haven,5,457.19,420.61,https://www.elitesingaporehaven.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",14.82
Singapore SIN,Urban Singapore Residence,3,236.19,217.29,https://www.urbansingaporeresidence.com,"Hostal o Albergue: Económico, alojamiento compartido.",13.8
Singapore SIN,Paradise Singapore Haven,4,198.95,183.03,https://www.paradisesingaporehaven.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,2.69
Singapore SIN,Heritage Singapore Hotel,5,278.29,256.03,https://www.heritagesingaporehotel.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",29.97
Singapore SIN,Sunset Singapore Suites,4,173.51,159.63,https://www.sunsetsingaporesuites.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",0.87
Singapore SIN,Sunset Singapore Villa,4,280.66,258.21,https://www.sunsetsingaporevilla.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,29.29
Singapore SIN,Grand Singapore Resort,5,400.19,368.17,https://www.grandsingaporeresort.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",26.48
Singapore SIN,Heritage Singapore Palace,3,144.55,132.99,https://www.heritagesingaporepalace.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",27.71
Singapore SIN,Urban Singapore Lodge,4,278.59,256.3,https://www.urbansingaporelodge.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",19.6
Singapore SIN,Urban Singapore Residence,3,125.71,115.65,https://www.urbansingaporeresidence.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,23.26
Singapore SIN,Sunset Singapore Hotel,4,324.13,298.2,https://www.sunsetsingaporehotel.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",14.66
Singapore SIN,Sunset Singapore Retreat,4,393.18,361.73,https://www.sunsetsingaporeretreat.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",11.09
Singapore SIN,Luxe Singapore Lodge,4,338.73,311.63,https://www.luxesingaporelodge.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",29.59
Singapore SIN,Elite Singapore Hotel,4,133.44,122.76,https://www.elitesingaporehotel.com,"Hostal o Albergue: Económico, alojamiento compartido.",4.13
Singapore SIN,Royal Singapore Haven,5,388.59,357.5,https://www.royalsingaporehaven.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",21.05
Singapore SIN,Grand Singapore Villa,4,197.15,181.38,https://www.grandsingaporevilla.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,9.74
Singapore SIN,Elite Singapore Palace,3,243.89,224.38,https://www.elitesingaporepalace.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",26.91
Kuala Lumpur KUL,Sunset Kuala Inn,3,222.94,205.1,https://www.sunsetkualainn.com,"Hostal o Albergue: Económico, alojamiento compartido.",29.69
Kuala Lumpur KUL,Elite Kuala Retreat,3,293.23,269.77,https://www.elitekualaretreat.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",4.73
Kuala Lumpur KUL,Luxe Kuala Hotel,5,260.3,239.48,https://www.luxekualahotel.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",28.72
Kuala Lumpur KUL,Grand Kuala Haven,3,296.47,272.75,https://www.grandkualahaven.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,7.0
Kuala Lumpur KUL,Comfort Kuala Retreat,3,173.34,159.47,https://www.comfortkualaretreat.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",11.02
Kuala Lumpur KUL,Ocean Kuala Retreat,3,246.77,227.03,https://www.oceankualaretreat.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",10.25
Kuala Lumpur KUL,Royal Kuala Retreat,4,123.72,113.82,https://www.royalkualaretreat.com,"Hostal o Albergue: Económico, alojamiento compartido.",21.09
Kuala Lumpur KUL,Sunset Kuala Inn,4,152.64,140.43,https://www.sunsetkualainn.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,24.63
Kuala Lumpur KUL,Ocean Kuala Resort,5,288.31,265.25,https://www.oceankualaresort.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",28.14
Kuala Lumpur KUL,Grand Kuala Lodge,3,171.61,157.88,https://www.grandkualalodge.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",13.81
Kuala Lumpur KUL,Luxe Kuala Villa,5,286.04,263.16,https://www.luxekualavilla.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",25.18
Kuala Lumpur KUL,Comfort Kuala Villa,4,269.0,247.48,https://www.comfortkualavilla.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",3.97
Kuala Lumpur KUL,Royal Kuala Inn,5,438.44,403.36,https://www.royalkualainn.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",17.35
Kuala Lumpur KUL,Grand Kuala Retreat,5,460.8,423.94,https://www.grandkualaretreat.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",0.71
Kuala Lumpur KUL,Grand Kuala Inn,4,155.27,142.85,https://www.grandkualainn.com,"Hostal o Albergue: Económico, alojamiento compartido.",28.87
Kuala Lumpur KUL,Grand Kuala Residence,3,150.24,138.22,https://www.grandkualaresidence.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",1.8
Kuala Lumpur KUL,Heritage Kuala Hotel,4,156.11,143.62,https://www.heritagekualahotel.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",2.68
Kuala Lumpur KUL,Urban Kuala Palace,4,348.3,320.44,https://www.urbankualapalace.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,28.08
Kuala Lumpur KUL,Heritage Kuala Lodge,4,318.95,293.43,https://www.heritagekualalodge.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",8.8
Kuala Lumpur KUL,Luxe Kuala Haven,4,175.83,161.76,https://www.luxekualahaven.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,13.16
Kuala Lumpur KUL,Comfort Kuala Resort,5,466.59,429.26,https://www.comfortkualaresort.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,23.56
Kuala Lumpur KUL,Luxe Kuala Hotel,4,132.5,121.9,https://www.luxekualahotel.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",4.97
Kuala Lumpur KUL,Sunset Kuala Retreat,4,361.58,332.65,https://www.sunsetkualaretreat.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",2.64
Kuala Lumpur KUL,Heritage Kuala Hotel,5,461.7,424.76,https://www.heritagekualahotel.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",9.81
Kuala Lumpur KUL,Urban Kuala Haven,4,203.17,186.92,https://www.urbankualahaven.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",8.49
Kuala Lumpur KUL,Royal Kuala Palace,4,228.0,209.76,https://www.royalkualapalace.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",26.31
Kuala Lumpur KUL,Ocean Kuala Inn,5,387.66,356.65,https://www.oceankualainn.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",17.63
Kuala Lumpur KUL,Elite Kuala Villa,4,323.67,297.78,https://www.elitekualavilla.com,"Hostal o Albergue: Económico, alojamiento compartido.",9.99
Kuala Lumpur KUL,Royal Kuala Resort,4,146.02,134.34,https://www.royalkualaresort.com,"Hostal o Albergue: Económico, alojamiento compartido.",25.52
Kuala Lumpur KUL,Luxe Kuala Retreat,5,268.28,246.82,https://www.luxekualaretreat.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",28.83
Kuala Lumpur KUL,Royal Kuala Resort,3,297.12,273.35,https://www.royalkualaresort.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",22.13
Kuala Lumpur KUL,Urban Kuala Villa,5,445.99,410.31,https://www.urbankualavilla.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,25.64
Kuala Lumpur KUL,Luxe Kuala Hotel,5,263.43,242.36,https://www.luxekualahotel.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",4.3
Kuala Lumpur KUL,Elite Kuala Suites,4,346.8,319.06,https://www.elitekualasuites.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",15.84
Kuala Lumpur KUL,Paradise Kuala Hotel,4,284.18,261.45,https://www.paradisekualahotel.com,"Hostal o Albergue: Económico, alojamiento compartido.",22.0
Kuala Lumpur KUL,Ocean Kuala Villa,4,187.58,172.57,https://www.oceankualavilla.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",7.62
Kuala Lumpur KUL,Sunset Kuala Lodge,5,185.82,170.95,https://www.sunsetkualalodge.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",17.04
Kuala Lumpur KUL,Paradise Kuala Residence,5,213.6,196.51,https://www.paradisekualaresidence.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",10.04
Kuala Lumpur KUL,Grand Kuala Haven,3,214.25,197.11,https://www.grandkualahaven.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",21.39
Kuala Lumpur KUL,Luxe Kuala Haven,4,372.26,342.48,https://www.luxekualahaven.com,"Hostal o Albergue: Económico, alojamiento compartido.",24.08
Kuala Lumpur KUL,Sunset Kuala Retreat,4,268.57,247.08,https://www.sunsetkualaretreat.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,23.7
Kuala Lumpur KUL,Sunset Kuala Residence,4,179.1,164.77,https://www.sunsetkualaresidence.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,12.74
Kuala Lumpur KUL,Royal Kuala Haven,3,265.62,244.37,https://www.royalkualahaven.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,22.92
Kuala Lumpur KUL,Elite Kuala Resort,3,290.71,267.45,https://www.elitekualaresort.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",6.26
Kuala Lumpur KUL,Comfort Kuala Resort,4,256.26,235.76,https://www.comfortkualaresort.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",24.88
Kuala Lumpur KUL,Sunset Kuala Inn,4,293.72,270.22,https://www.sunsetkualainn.com,"Hostal o Albergue: Económico, alojamiento compartido.",11.99
Kuala Lumpur KUL,Grand Kuala Palace,4,157.32,144.73,https://www.grandkualapalace.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",5.62
Kuala Lumpur KUL,Luxe Kuala Lodge,3,167.48,154.08,https://www.luxekualalodge.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",23.82
Kuala Lumpur KUL,Paradise Kuala Hotel,3,220.2,202.58,https://www.paradisekualahotel.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,18.91
Kuala Lumpur KUL,Heritage Kuala Palace,5,281.39,258.88,https://www.heritagekualapalace.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",5.33
Kuala Lumpur KUL,Ocean Kuala Villa,3,108.63,99.94,https://www.oceankualavilla.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",23.02
Kuala Lumpur KUL,Sunset Kuala Retreat,3,245.81,226.15,https://www.sunsetkualaretreat.com,"Hostal o Albergue: Económico, alojamiento compartido.",14.73
Kuala Lumpur KUL,Paradise Kuala Retreat,5,256.63,236.1,https://www.paradisekualaretreat.com,"Hostal o Albergue: Económico, alojamiento compartido.",3.03
Kuala Lumpur KUL,Royal Kuala Hotel,5,218.45,200.97,https://www.royalkualahotel.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",10.16
Kuala Lumpur KUL,Comfort Kuala Villa,5,176.33,162.22,https://www.comfortkualavilla.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",13.14
Kuala Lumpur KUL,Royal Kuala Suites,3,194.1,178.57,https://www.royalkualasuites.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",2.12
Kuala Lumpur KUL,Heritage Kuala Palace,3,221.05,203.37,https://www.heritagekualapalace.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,12.95
Kuala Lumpur KUL,Paradise Kuala Lodge,5,488.69,449.59,https://www.paradisekualalodge.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",13.59
Kuala Lumpur KUL,Elite Kuala Inn,4,308.46,283.78,https://www.elitekualainn.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",4.4
Kuala Lumpur KUL,Heritage Kuala Retreat,4,171.44,157.72,https://www.heritagekualaretreat.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,10.78
Kuala Lumpur KUL,Paradise Kuala Haven,4,372.93,343.1,https://www.paradisekualahaven.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",6.36
Kuala Lumpur KUL,Comfort Kuala Suites,4,180.86,166.39,https://www.comfortkualasuites.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",16.73
Kuala Lumpur KUL,Urban Kuala Inn,3,251.37,231.26,https://www.urbankualainn.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,28.26
Kuala Lumpur KUL,Heritage Kuala Inn,5,418.16,384.71,https://www.heritagekualainn.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",5.73
Kuala Lumpur KUL,Comfort Kuala Retreat,3,125.28,115.26,https://www.comfortkualaretreat.com,"Hostal o Albergue: Económico, alojamiento compartido.",27.08
Kuala Lumpur KUL,Comfort Kuala Suites,5,158.64,145.95,https://www.comfortkualasuites.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",21.06
Kuala Lumpur KUL,Heritage Kuala Residence,4,179.56,165.2,https://www.heritagekualaresidence.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,18.33
Kuala Lumpur KUL,Sunset Kuala Residence,4,364.42,335.27,https://www.sunsetkualaresidence.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",10.43
Kuala Lumpur KUL,Elite Kuala Suites,5,281.09,258.6,https://www.elitekualasuites.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",22.97
Kuala Lumpur KUL,Luxe Kuala Resort,5,328.76,302.46,https://www.luxekualaresort.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",22.51
Kuala Lumpur KUL,Comfort Kuala Resort,4,344.53,316.97,https://www.comfortkualaresort.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",17.36
Kuala Lumpur KUL,Paradise Kuala Lodge,4,171.11,157.42,https://www.paradisekualalodge.com,"Hostal o Albergue: Económico, alojamiento compartido.",27.28
Kuala Lumpur KUL,Sunset Kuala Residence,4,211.0,194.12,https://www.sunsetkualaresidence.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",7.64
Kuala Lumpur KUL,Grand Kuala Retreat,3,267.19,245.81,https://www.grandkualaretreat.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",18.42
Kuala Lumpur KUL,Paradise Kuala Lodge,5,343.4,315.93,https://www.paradisekualalodge.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,25.15
Kuala Lumpur KUL,Paradise Kuala Haven,3,252.54,232.34,https://www.paradisekualahaven.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",27.74
Kuala Lumpur KUL,Paradise Kuala Lodge,5,240.11,220.9,https://www.paradisekualalodge.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",27.98
Kuala Lumpur KUL,Urban Kuala Inn,4,388.09,357.04,https://www.urbankualainn.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,13.12
Kuala Lumpur KUL,Sunset Kuala Haven,3,99.32,91.37,https://www.sunsetkualahaven.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",19.93
Kuala Lumpur KUL,Sunset Kuala Villa,4,326.74,300.6,https://www.sunsetkualavilla.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",28.71
Kuala Lumpur KUL,Paradise Kuala Villa,4,333.1,306.45,https://www.paradisekualavilla.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",24.74
Kuala Lumpur KUL,Paradise Kuala Suites,5,491.85,452.5,https://www.paradisekualasuites.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,23.64
Kuala Lumpur KUL,Sunset Kuala Palace,4,287.16,264.19,https://www.sunsetkualapalace.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",6.33
Kuala Lumpur KUL,Heritage Kuala Lodge,3,225.72,207.66,https://www.heritagekualalodge.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",8.85
Kuala Lumpur KUL,Grand Kuala Residence,4,187.0,172.04,https://www.grandkualaresidence.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",19.61
Kuala Lumpur KUL,Sunset Kuala Resort,5,327.32,301.13,https://www.sunsetkualaresort.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",4.76
Kuala Lumpur KUL,Heritage Kuala Resort,5,330.07,303.66,https://www.heritagekualaresort.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",25.1
Kuala Lumpur KUL,Urban Kuala Hotel,3,97.14,89.37,https://www.urbankualahotel.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",22.52
Kuala Lumpur KUL,Comfort Kuala Palace,3,262.77,241.75,https://www.comfortkualapalace.com,"Hostal o Albergue: Económico, alojamiento compartido.",9.77
Kuala Lumpur KUL,Elite Kuala Residence,4,394.19,362.65,https://www.elitekualaresidence.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",2.62
Kuala Lumpur KUL,Grand Kuala Suites,4,313.8,288.7,https://www.grandkualasuites.com,"Hostal o Albergue: Económico, alojamiento compartido.",23.57
Kuala Lumpur KUL,Paradise Kuala Haven,3,165.78,152.52,https://www.paradisekualahaven.com,"Hostal o Albergue: Económico, alojamiento compartido.",25.78
Kuala Lumpur KUL,Heritage Kuala Suites,3,171.22,157.52,https://www.heritagekualasuites.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",23.56
Kuala Lumpur KUL,Sunset Kuala Residence,4,123.93,114.02,https://www.sunsetkualaresidence.com,"Hostal o Albergue: Económico, alojamiento compartido.",17.25
Kuala Lumpur KUL,Urban Kuala Suites,4,333.33,306.66,https://www.urbankualasuites.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",24.7
Kuala Lumpur KUL,Sunset Kuala Palace,3,248.17,228.32,https://www.sunsetkualapalace.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",10.4
Kuala Lumpur KUL,Ocean Kuala Palace,5,477.75,439.53,https://www.oceankualapalace.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,29.41
Kuala Lumpur KUL,Ocean Kuala Resort,4,217.7,200.28,https://www.oceankualaresort.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,4.15
Kuala Lumpur KUL,Comfort Kuala Villa,5,404.62,372.25,https://www.comfortkualavilla.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",14.0
Kuala Lumpur KUL,Heritage Kuala Inn,5,334.66,307.89,https://www.heritagekualainn.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",7.21
Jakarta CGK,Grand Jakarta Haven,5,384.69,353.91,https://www.grandjakartahaven.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",13.22
Jakarta CGK,Comfort Jakarta Haven,4,340.34,313.11,https://www.comfortjakartahaven.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",28.59
Jakarta CGK,Sunset Jakarta Lodge,3,184.97,170.17,https://www.sunsetjakartalodge.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",2.78
Jakarta CGK,Comfort Jakarta Suites,3,258.45,237.77,https://www.comfortjakartasuites.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",29.04
Jakarta CGK,Urban Jakarta Haven,5,368.45,338.97,https://www.urbanjakartahaven.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",11.31
Jakarta CGK,Urban Jakarta Suites,4,143.24,131.78,https://www.urbanjakartasuites.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,0.88
Jakarta CGK,Sunset Jakarta Suites,5,233.84,215.13,https://www.sunsetjakartasuites.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",29.76
Jakarta CGK,Grand Jakarta Retreat,4,207.85,191.22,https://www.grandjakartaretreat.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",27.12
Jakarta CGK,Ocean Jakarta Haven,4,148.44,136.56,https://www.oceanjakartahaven.com,"Hostal o Albergue: Económico, alojamiento compartido.",27.25
Jakarta CGK,Royal Jakarta Hotel,4,324.13,298.2,https://www.royaljakartahotel.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,29.84
Jakarta CGK,Elite Jakarta Haven,4,356.04,327.56,https://www.elitejakartahaven.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",15.62
Jakarta CGK,Heritage Jakarta Haven,5,171.86,158.11,https://www.heritagejakartahaven.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",7.05
Jakarta CGK,Urban Jakarta Hotel,4,344.55,316.99,https://www.urbanjakartahotel.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",0.59
Jakarta CGK,Comfort Jakarta Residence,3,185.7,170.84,https://www.comfortjakartaresidence.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",28.93
Jakarta CGK,Ocean Jakarta Haven,4,144.81,133.23,https://www.oceanjakartahaven.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",21.29
Jakarta CGK,Elite Jakarta Lodge,4,344.27,316.73,https://www.elitejakartalodge.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",29.05
Jakarta CGK,Sunset Jakarta Inn,5,221.9,204.15,https://www.sunsetjakartainn.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",18.0
